venue_id	title	issn_l
282504714508365919	Joint diseases and related surgery	2687-4792
282504714508365921	Jugoslavenska ginekologija i opstetricija	0017-002X
282504714508365922	Jugoslavenska ginekologija i perinatologija	0352-5562
282504714508365924	Justus Liebigs Annalen der Chemie	0075-4617
282504714508365927	[Kagaku] [Science]	0022-7625
282504714508365928	Kaibogaku zasshi. Journal of anatomy	0022-7722
282504714508365929	Kaiin dayori. [Membership news]. Nippon Kontakuto Renzu Gakkai	0374-9851
282504714508365930	Kaku igaku. The Japanese journal of nuclear medicine	0022-7854
282504714508365931	Kanagawa shigaku. The Journal of the Kanagawa Odontological Society	0454-8302
282504714508365932	[Kango] Japanese journal of nursing	0022-8362
282504714508365933	[Kango gijutsu] : [Nursing technique]	0449-752X
282504714508365934	Kango kenkyu. The Japanese journal of nursing research	0022-8370
282504714508365935	[Kango kyōiku] Japanese journal of nurses' education	0047-1895
282504714508365936	Kango kyoshitsu. [Nursing classroom]	0451-3347
282504714508365937	Kango tenbō. The Japanese journal of nursing science	0385-549X
282504714508365938	Kangogaku zasshi	0386-9830
282504714508365939	Kanho Hakhoe chi [The Journal of Nurses Academic Society]	0378-004X
282504714508365940	Kanhohak t'amgu	1225-8466
282504714508365941	Kansas medicine : the journal of the Kansas Medical Society	8755-0059
282504714508365942	The Kansas nurse	0022-8710
282504714508365943	Kansenshōgaku zasshi. The Journal of the Japanese Association for Infectious Diseases	0387-5911
282504714508365944	The Kaohsiung journal of medical sciences	1607-551X
282504714508365945	Kardiologia polska	0022-9032
282504714508365946	Kardiologiia	0022-9040
282504714508365948	Kathmandu University medical journal (KUMJ)	1812-2027
282504714508365949	Kätilölehti	0022-9415
282504714508365950	The Keio journal of medicine	0022-9717
282504714508365951	Keisei geka. Plastic & reconstructive surgery	0021-5228
282504714508365952	Kekkaku : [Tuberculosis]	0022-9776
282504714508365953	Kennedy Institute of Ethics journal	1054-6863
282504714508365954	Kenya nursing journal	0301-0333
282504714508365956	Khirurgiia	0023-1207
282504714508365957	Khirurgii︠a︡	0450-2167
282504714508365958	Kidney & blood pressure research	1420-4096
282504714508365959	Kidney international	0085-2538
282504714508365960	Kidney international. Supplement	0098-6577
282504714508365961	Kidney360	2641-7650
282504714508365962	Kinderärztliche Praxis	0023-1495
282504714508365963	Kinderkrankenschwester : Organ der Sektion Kinderkrankenpflege	0723-2276
282504714508365964	The King Faisal Specialist Hospital medical journal	0253-4770
282504714508365965	King's College Hospital gazette	0309-7366
282504714508365968	Kiseichugaku zasshi. Japanese journal of parasitology	0021-5171
282504714508365969	Kísérletes orvostudomány	0023-1878
282504714512560129	Kita Kantō igaku. Kitakanto medical journal	1343-2826
282504714512560130	The Kitasato archives of experimental medicine	0023-1924
282504714512560131	Klinische Anästhesiologie und Intensivtherapie	0341-5023
282504714512560132	Klinichna khirurhiia	0023-2130
282504714512560134	Klinicheskaia laboratornaia diagnostika	0869-2084
282504714512560136	Klinicheskaia meditsina	0023-2149
282504714512560137	Klinische Medizin; österreichische Zeitschrift für wissenschaftliche und praktische Medizin	0368-6132
282504714512560138	Klinická mikrobiologie a infekc̆ní lékar̆ství	1211-264X
282504714512560139	Klinische Monatsblätter für Augenheilkunde	0023-2165
282504714512560140	Klinische Monatsblätter für Augenheilkunde und für augenärztliche Fortbildung	0344-6360
282504714512560141	Klinische Neuroradiologie	0939-7116
282504714512560142	Klinika oczna	0023-2157
282504714512560143	Klinická onkologie : casopis Ceské a Slovenské onkologické spolecnosti	0862-495X
282504714512560144	Klinische Pädiatrie	0300-8630
282504714512560145	Klinik und Praxis	0368-6140
282504714512560146	Klinisk sygepleje	0902-2767
282504714512560147	Klinische Wochenschrift	0023-2173
282504714512560148	Der Knappschaftsarzt	0450-4178
282504714512560149	The Knee	0968-0160
282504714512560150	Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA	0942-2056
282504714512560152	Kobe Daigaku Igakubu kiyo. Medical journal of Kobe University	0075-6431
282504714512560154	The Kobe journal of medical sciences	0023-2513
282504714512560155	Koku Eisei Gakkai zasshi	0023-2831
282504714512560156	Kōkūbyō Gakkai zasshi. The Journal of the Stomatological Society, Japan	0300-9149
282504714512560157	Kokuritsu Iyakuhin Shokuhin Eisei Kenkyūjo hōkoku = Bulletin of National Institute of Health Sciences	1343-4292
282504714512560158	Kokyu to junkan. Respiration & circulation	0452-3458
282504714512560160	Kongressband. Deutsche Gesellschaft für Chirurgie. Kongress	1868-1050
282504714512560161	Korean journal of anesthesiology	2005-6419
282504714512560162	The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi	1598-9992
282504714512560163	The Korean journal of hepatology	1738-222X
282504714512560164	The Korean journal of internal medicine	1226-3303
282504714512560165	The Korean journal of laboratory medicine	1598-6535
282504714512560166	Korean journal of medical education	2005-727X
282504714512560167	Korean journal of ophthalmology : KJO	1011-8942
282504714512560168	The Korean journal of parasitology	0023-4001
282504714512560169	Korean journal of radiology	1229-6929
282504714512560170	Korean journal of urology	2005-6737
282504714512560172	Korot (Jerusalem : 1952)	0023-4109
282504714512560174	Kosmicheskaia biologiia i aviakosmicheskaia meditsina	0321-5040
282504714512560175	Kosmicheskaia biologiia i meditsina	0023-4192
282504714512560177	Krankengymnastik	1614-0397
282504714512560178	Krankenpflege Journal	0174-108X
282504714512560179	Krankenpflege. Soins infirmiers	0253-0465
282504714512560180	Krankenpflege (Frankfurt am Main, Germany)	0944-9183
282504714512560181	Die Krankenschwester	0303-500X
282504714512560182	Der Krebsarzt	0368-6698
282504714512560183	Krebsforschung und Krebsbekämpfung	0075-7098
282504714512560184	Kritiek (Ravels, Belgium)	0774-5346
282504714512560185	Kroc Foundation series	0361-0489
282504714512560187	Kulak burun boğaz ihtisas dergisi : KBB = Journal of ear, nose, and throat	1300-7475
282504714512560188	Kultura fizyczna	0137-7671
282504714512560189	Kumamoto Igakkai zasshi. The Journal of the Kumamoto Medical Society	0300-919X
282504714512560190	The Kumamoto medical journal	0023-5326
282504714512560191	Kurinikaru sutadī = Clinical study	0388-5585
282504714512560192	The Kurume medical journal	0023-5679
282504714512560194	Kwartalnik historii nauki i techniki : Kwartal'nyĭ zhurnal istorii nauki i tekhniki -	0023-589X
282504714512560195	Kentucky dental journal	0744-396X
282504714512560196	Kentucky hospitals magazine	1062-0354
282504714512560198	Kentucky nurse	0742-8367
282504714512560200	Kybernetik	0023-5946
282504714512560201	Kyobu geka. The Japanese journal of thoracic surgery	0021-5252
282504714512560202	Kiyo. [Reports]. Kyōto Daigaku. Kekkaku Kenkyūjo	0452-9839
282504714512560203	Kyoto Daigaku kokukagaku kiyo. Bulletin of stomatology, Kyoto University	0023-6039
282504714512560204	Kyushu journal of medical science	0453-0330
282504714512560206	Laboratory animals	0023-6772
282504714512560207	Lab animal	0093-7355
282504714512560208	Laboratory animal care	0094-5331
282504714512560209	Laboratory animal science	0023-6764
282504714512560210	Lab on a chip	1473-0189
282504714512560211	Laboratorio clinico	0368-7538
282504714512560212	Laboratornoe delo	0023-6748
282504714512560213	The Laboratory digest	0023-6799
282504714512560214	Laboratory hematology : official publication of the International Society for Laboratory Hematology	1080-2924
282504714512560215	Laboratory investigation; a journal of technical methods and pathology	0023-6837
282504714512560216	Laboratory medicine	0007-5027
282504714512560217	Laboratory practice	0023-6853
282504714512560218	Laboratory and research methods in biology and medicine	0160-8584
282504714512560219	Labor law journal	0023-6586
282504714512560220	"Laboratorio;" análisis clínicos, bacteriología, inmunología, parasitología, hematología, anatomía patológica, química clínica	0023-6691
282504714512560222	Læknablađiđ	0023-7213
282504714512560223	The Lahey Clinic bulletin	0099-815X
282504714512560224	Lahey Clinic Foundation bulletin	0023-7299
282504714512560225	Le Lait	0023-7302
282504714512560226	Läkartidningen	0023-7205
282504714512560228	Lampada	0266-8769
282504714512560229	Lancet (London, England)	0140-6736
282504714512560230	The Lancet. Child & adolescent health	2352-4642
282504714512560231	The lancet. Diabetes & endocrinology	2213-8587
282504714512560232	The Lancet. Digital health	2589-7500
282504714512560234	The Lancet. Global health	2214-109X
282504714512560235	The Lancet. Haematology	2352-3026
282504714512560236	The lancet. Healthy longevity	2666-7568
282504714512560237	The lancet. HIV	2352-3018
282504714512560238	The Lancet. Infectious diseases	1473-3099
282504714512560239	The Lancet. Microbe	2666-5247
282504714512560240	The Lancet. Neurology	1474-4422
282504714512560241	The Lancet. Oncology	1470-2045
282504714512560242	The Lancet. Planetary health	2542-5196
282504714512560243	The lancet. Psychiatry	2215-0366
282504714512560245	The Lancet. Respiratory medicine	2213-2600
282504714512560246	The Lancet. Rheumatology	2665-9913
282504714512560247	Der Landarzt	0023-7728
282504714512560248	Language and speech	0023-8309
282504714512560249	Language, speech, and hearing services in schools	0161-1461
282504714512560250	Langenbecks Archiv für Chirurgie	0023-8236
282504714512560251	Langenbecks Archiv für Chirurgie. Supplement II, Verhandlungen der Deutschen Gesellschaft für Chirurgie. Deutsche Gesellschaft für Chirurgie. Kongress	0173-0541
282504714512560252	Langenbecks Archiv für Chirurgie. Supplement. Kongressband. Deutsche Gesellschaft für Chirurgie. Kongress	0942-2854
282504714512560253	Langenbecks Archiv für klinische Chirurgie ... vereinigt mit Deutsche Zeitschrift für Chirurgie	0174-4542
282504714512560254	Langenbeck's archives of surgery	1435-2443
282504714512560255	Langmuir : the ACS journal of surfaces and colloids	0743-7463
282504714512560258	LARC médical	0242-9462
282504714512560259	Laryngologie, Rhinologie, Otologie	0340-1588
282504714512560260	Laryngologie, Rhinologie, Otologie und ihre Grenzgebiete	0302-9379
282504714512560261	Laryngo- rhino- otologie	0935-8943
282504714512560262	The Laryngoscope	0023-852X
282504714512560263	Laser nursing	0888-6075
282504714512560264	Lasers in medical science	0268-8921
282504714512560265	Lasers in surgery and medicine	0196-8092
282504714512560266	Lasers in surgery and medicine. Supplement	1050-9267
282504714512560267	Laterality	1357-650X
282504714512560268	Il Lattante	0023-8864
282504714512560269	Laundry news	0164-5765
282504714512560271	Lavoro umano	0023-9127
282504714512560272	Laval médical	0023-9046
282504714512560273	Law and contemporary problems	0023-9186
282504714512560274	Law and human behavior	0147-7307
282504714512560275	Law, medicine & health care : a publication of the American Society of Law & Medicine	0277-8459
282504714512560276	LDA journal	0092-4458
282504714512560277	LDI issue brief	1553-0671
282504714512560278	Leadership in health services = Leadership dans les services de santé	1188-3669
282504714512560279	Leadership in health services (Bradford, England)	1751-1879
282504714512560282	Learning & behavior	1543-4494
282504714512560283	Learning & memory (Cold Spring Harbor, N.Y.)	1072-0502
282504714512560286	Lebensversicherungs Medizin	0024-0044
282504714512560287	Leber, Magen, Darm	0300-8622
282504714512560290	The Leech	0377-9696
282504714512560293	Legal aspects of medical practice	0190-2350
282504714512560294	Legal medicine	0197-9981
282504714512560295	Legal medicine (Tokyo, Japan)	1344-6223
282504714512560296	Legal medicine annual	0075-8590
282504714512560297	Legal medical quarterly	0703-1211
282504714512560298	Lege artis medicinae : új magyar orvosi hírmondó	0866-4811
282504714512560301	Lékar̆ská vĕda v zahranic̆í	0139-889X
282504714512560302	Lekarz wojskowy	0024-0745
282504714512560303	Lens and eye toxicity research	1042-6922
282504714512560304	Leprosy in India	0024-1024
282504714512560305	Leprosy review	0305-7518
282504714512560306	Letters in applied microbiology	0266-8254
282504714512560307	Leukemia & lymphoma	1026-8022
282504714512560308	Leukemia research	0145-2126
282504714512560309	Leukemia	0887-6924
282504714512560310	LGBT health	2325-8292
282504714512560311	Library journal	0363-0277
282504714512560312	Library resources & technical services	0024-2527
282504714512560313	Library technology reports	0024-2586
282504714512560314	The Libyan journal of medicine	1819-6357
282504714512560316	Lietuvos TSR auks̆tu̧ju̧ mokyklu̧ mokslo darbai: Biologija	0459-3383
282504714512560318	Life sciences	0024-3205
282504714512560319	Life sciences (1962)	0161-5564
282504714512560320	Life science alliance	2575-1077
282504714512560321	Life sciences. Pt. 1: Physiology and pharmacology	0300-9653
282504714512560322	Life sciences. Pt. 2: Biochemistry, general and molecular biology	0300-9637
282504714512560323	Life sciences, society and policy	2195-7819
282504714512560324	Life sciences and space research	0075-9422
282504714512560325	Life sciences in space research	2214-5524
282504714512560326	Life support & biosphere science : international journal of earth space	1069-9422
282504714512560327	Life support systems : the journal of the European Society for Artificial Organs	0261-989X
282504714512560328	Life-threatening behavior	0047-4592
282504714512560329	Lifelong learning, the adult years	0148-2165
282504714512560330	Lifestyle genomics	2504-3161
282504714512560331	Lifetime data analysis	1380-7870
282504714512560334	Lijec̆nic̆ki vjesnik	0024-3477
282504714512560335	Likars'ka sprava	1019-5297
282504714512560336	Lille chirurgical	0024-3493
282504714512560337	Lille médical : journal de la Faculté de médecine et de pharmacie de l'Université de Lille	0024-3507
282504714512560339	Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology, head, and neck surgery	2096-7993
282504714512560340	The Linacre quarterly	0024-3639
282504714512560341	Linen supply news	0024-3825
282504714512560342	Lipids	0024-4201
282504714512560343	Lipids in health and disease	1476-511X
282504714512560344	The Lippincott health promotion letter	1089-9693
282504714512560345	Lippincott's case management : managing the process of patient care	1529-7764
282504714512560346	Lippincott's primary care practice	1088-5471
282504714512560349	Literature and medicine	0278-9671
282504714512560350	Liver	0106-9543
282504714512560351	Liver international : official journal of the International Association for the Study of the Liver	1478-3223
282504714512560352	Liver transplantation : official publication of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society	1527-6465
282504714512560353	Liver transplantation and surgery : official publication of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society	1074-3022
282504714512560355	Lloydia	0024-5461
282504714512560356	LMT : Lab management today	1058-7845
282504714512560358	Local population studies	0143-2974
282504714512560360	Logopedics, phoniatrics, vocology	1401-5439
282504714512560363	The London Hospital gazette	0024-6050
282504714512560365	Long range planning	0024-6301
282504714512560366	Long term care (Don Mills, Ont.)	0831-5035
282504714512560367	Long term care and health services administration quarterly	0161-6773
282504714512560368	Long-term care quarterly	0891-8104
282504714512560370	Longitudinal and life course studies : international journal	1757-9597
282504714512560371	Lotta contro la tubercolosi e le malattie polmonari sociali	0368-7546
282504714512560372	Lotta contro la tubercolosi	0024-6638
282504714512560374	Lower urinary tract symptoms	1757-5664
282504714512560376	Lucina	1590-6353
282504714512560377	Luminescence : the journal of biological and chemical luminescence	1522-7235
282504714512560378	Lung	0341-2040
282504714512560379	Lung cancer (Amsterdam, Netherlands)	0169-5002
282504714512560380	Lupus	0961-2033
282504714512560381	Lupus science & medicine	2053-8790
282504714512560382	La Lutte contre le cancer	0024-7642
282504714512560383	Luzifer-Amor : Zeitschrift zur Geschichte der Psychoanalyse	0933-3347
282504714512560384	Lymphatic research and biology	1539-6851
282504714512560385	Lymphokine and cytokine research	1056-5477
282504714512560386	Lymphokine research	0277-6766
282504714512560387	Lymphology	0024-7766
282504714512560388	Lyon chirurgical	0024-7782
282504714512560389	Lyon médical	0024-7790
282504714512560390	Lyon pharmaceutique	0024-7804
282504714512560391	M & B pharmaceutical bulletin	0460-2390
282504714512560395	Maandschrift voor kindergeneeskunde	0024-869X
282504714512560396	mAbs	1942-0862
282504714512560397	Macromolecular bioscience	1616-5187
282504714512560398	Macromolecular rapid communications	1022-1336
282504714512560399	Macromolecules	0024-9297
282504714512560403	Magazine. Royal Free Hospital (London, England). School of Medicine	0144-2198
282504714512560404	al-Maghrib al-ṭibbī. Maroc médical	0253-4053
282504714512560405	Magma (New York, N.Y.)	0968-5243
282504714512560406	Magnetic resonance annual	8756-9787
282504714512560407	Magnetic resonance in chemistry : MRC	0749-1581
282504714512560408	Magnetic resonance imaging	0730-725X
282504714512560409	Magnetic resonance imaging clinics of North America	1064-9689
282504714512560410	Magnetic resonance in medicine	0740-3194
282504714512560411	Magnetic resonance in medical sciences : MRMS : an official journal of Japan Society of Magnetic Resonance in Medicine	1347-3182
282504714512560412	Magnetic resonance quarterly	0899-9422
282504714512560413	Magnesium research	0953-1424
282504714512560414	Magnesium and trace elements	1015-3845
282504714512560415	Magnesium	0252-1156
282504714512560416	Magyar állatorvosok lapja	0025-004X
282504714512560417	Magyar belorvosi archivum	0025-0066
282504714512560418	Magyar nöorvosok lapja	0025-021X
282504714512560419	Magyar onkologia	0025-0244
282504714512560420	Magyar radiologia	0025-0287
282504714512560421	Magyar sebészet	0025-0295
282504714512560422	Magyar traumatológia, orthopaedia és helyreállító sebészet	0025-0317
282504714512560424	Magyar tudomány : [a Magyar Tudományos Akadémia Értesítője]	0025-0325
282504714512560426	MainLines : the newsletter for the Midwest Alliance in Nursing	0278-9450
282504714512560429	Majallat tibb al-asnān al-Sūrīyah	0586-349X
282504714512560431	Major problems in clinical pediatrics	0076-2865
282504714512560432	Major problems in clinical surgery	0025-1062
282504714512560433	Major problems in internal medicine	0090-6956
282504714512560434	Major problems in obstetrics and gynecology	0076-2873
282504714512560435	Major problems in pathology	0076-2881
282504714512560436	Makedonski medicinski pregled. Revue médicale macedonienne	0025-1097
282504714512560437	Malattie cardiovascolari	0542-268X
282504714512560438	Malacologia	0076-2997
282504714512560439	Malaria journal	1475-2875
282504714512560440	Malawi medical journal : the journal of Medical Association of Malawi	1995-7262
282504714512560442	Malaysian journal of nutrition	1394-035X
282504714512560443	The Malaysian journal of pathology	0126-8635
282504714512560445	Le Mali médical	0464-7874
282504714512560446	Mammalian genome : official journal of the International Mammalian Genome Society	0938-8990
282504714512560447	Mammalia	0025-1461
282504714512560448	Man; a monthly record of anthropological science	0025-1496
282504714512560449	Man and medicine	0145-9783
282504714512560450	Manual therapy	1356-689X
282504714512560451	Managed care (Langhorne, Pa.)	1062-3388
282504714512560452	Managed care interface	1096-5645
282504714512560453	Managed care quarterly	1064-5454
282504714512560456	Managed medicare & medicaid news	1085-0317
282504714512560457	Management focus	0193-8266
282504714512560458	Management review	0025-1895
282504714512560459	Management world	0090-3825
282504714512560460	The Manchester medical gazette	0025-2018
282504714512560462	Maanedsskrift for praktisk lægegerning og social Medicin	0373-2746
282504714512560463	Manitoba medical review	0025-2255
282504714512560464	Manufacturing chemist and aerosol news	0025-2557
282504714512560465	Marine biotechnology (New York, N.Y.)	1436-2228
282504714512560466	Marine drugs	1660-3397
282504714512560467	Marine environmental research	0141-1136
282504714512560468	Marine genomics	1874-7787
282504714512560469	Marine pollution bulletin	0025-326X
282504714512560470	Marburger Schriften zur Medizingeschichte	0721-3859
282504714512560473	Marketing health services	1094-1304
282504714512560474	Maroc médical	0025-388X
282504714512560476	Marriage and family living	0885-7059
282504714512560477	Marseille chirurgical	0025-4045
282504714512560478	Marseille médical	0025-4053
282504714512560479	MASA review : journal of the Medical Association of the State of Alabama	1092-1850
282504714512560481	The Massachusetts nurse	0163-0784
282504714516754434	Mass spectrometry reviews	0277-7037
282504719986126850	Masui. The Japanese journal of anesthesiology	0021-4892
282504719986126851	Materials horizons	2051-6347
282504719986126852	Materials management in health care	1059-4531
282504719986126853	Materia medica Nordmark	0025-5238
282504719986126854	Materia medica Polona. Polish journal of medicine and pharmacy	0025-5246
282504719986126855	Materials science & engineering. C, Materials for biological applications	0928-4931
282504719986126858	Maternal and child health journal	1092-7875
282504719986126859	Maternal-child nursing journal	0090-0702
282504719986126860	Maternal & child nutrition	1740-8695
282504719986126861	Maternidade e infância; arquivos médicos-sociais	0025-5491
282504719986126862	Maternita e infanzia	1720-9579
282504719986126863	Maternité; revue pratique d'obstétrique et de puériculture	0543-081X
282504719986126864	Mathematical biosciences	0025-5564
282504719986126865	Mathematical biosciences and engineering : MBE	1547-1063
282504719986126866	Mathematical medicine and biology : a journal of the IMA	1477-8599
282504719986126867	Matrix (Stuttgart, Germany)	0934-8832
282504719986126868	Matrix biology : journal of the International Society for Matrix Biology	0945-053X
282504719986126869	Matrix (Stuttgart, Germany). Supplement	0940-1199
282504719986126870	Maturitas	0378-5122
282504719986126872	Mayo Clinic health letter (English ed.)	0741-6245
282504719986126873	Mayo Clinic proceedings	0025-6196
282504719986126874	Mayo Clinic women's healthsource	1091-0220
282504719986126876	The McGill dental review	0024-9025
282504719986126877	McGill medical journal	0024-905X
282504719986126878	McGraw-Hill's medicine & health	0891-737X
282504719986126879	McGraw-Hill's Washington report on medicine & health	1047-8922
282504719986126881	MCN. The American journal of maternal child nursing	0361-929X
282504719986126882	MD medical newsmagazine	0024-8010
282504719986126884	MD advisor : a journal for New Jersey medical community	1937-0660
282504719986126885	M.D. computing : computers in medical practice	0724-6811
282504719986126887	Maryland medicine : MM : a publication of MEDCHI, the Maryland State Medical Society	1538-2656
282504719986126888	Maryland medical journal (Baltimore, Md. : 1985)	0886-0572
282504719986126890	The Maryland nurse	0047-6080
282504719986126891	Maryland state medical journal	0025-4363
282504719986126892	Mead Johnson Symposium on Perinatal and Developmental Medicine	0190-0749
282504719986126893	Meat science	0309-1740
282504719986126894	El Mecanico dental	0328-7785
282504719986126895	Mechanisms of ageing and development	0047-6374
282504719986126896	Mechanics & chemistry of biosystems : MCB	1546-2048
282504719986126897	Mechanisms of development	0925-4773
282504719986126898	Med (New York, N.Y.)	2666-6340
282504719986126900	La Médecine aéronautique	0368-9255
282504719986126901	Medical affairs	0025-6951
282504719986126903	The Medical annals of the District of Columbia	0025-6986
282504719986126904	The Medical annual	0076-5899
282504719986126905	Medical anthropology	0145-9740
282504719986126906	Medical anthropology quarterly	0745-5194
282504719986126907	Medical archives (Sarajevo, Bosnia and Herzegovina)	0350-199X
282504719986126908	Medical art	0076-5902
282504719986126909	Medical arts and sciences	0025-6994
282504719986126910	Medical aspects of human sexuality	0025-7001
282504719986126913	Medical biology	0302-2137
282504719986126914	Medical & biological engineering	0025-696X
282504719986126915	Medical & biological engineering & computing	0140-0118
282504719986126916	Medical & biological illustration	0025-6978
282504719986126919	Medical bookman and historian	0266-8645
282504719986126922	Medical bulletin (Ann Arbor, Mich.)	0196-5336
282504719986126923	The Medical bulletin	0098-5252
282504719986126934	Medical care	0025-7079
282504719986126935	Medical care research and review : MCRR	1077-5587
282504719986126936	Medical care review	0025-7087
282504719986126937	Medicinal chemistry (Shāriqah (United Arab Emirates))	1573-4064
282504719986126938	Médecine & chirurgie digestives	0047-6412
282504719986126941	Medicina y cirugía de guerra	0212-3584
282504719986126942	Medical claims management	1069-5699
282504719986126943	Medicina clínica	0025-7753
282504719986126944	The Medical clinics of North America	0025-7125
282504719986126945	Medicina clinica e sperimentale	0025-7761
282504719986126946	La Medicina colonial	0368-931X
282504719986126948	Medicine, conflict, and survival	1362-3699
282504719986126949	Medicina contemporânea (Lisbon, Portugal)	0025-777X
282504719986126950	Medicina cutánea ibero-latino-americana	0210-5187
282504719986126951	Medical decision making : an international journal of the Society for Medical Decision Making	0272-989X
282504719986126953	Medical/dental journal	0149-2624
282504719986126955	Medical design and material	1051-984X
282504719986126956	Medical device technology	1048-6690
282504719986126957	Medical digest	0025-7184
282504719986126959	Medizinische Dokumentation	0465-5036
282504719986126960	Medical dosimetry : official journal of the American Association of Medical Dosimetrists	1873-4022
282504719986126961	Medycyna doświadczalna	0025-8598
282504719986126962	Medycyna doświadczalna i mikrobiologia	0025-8601
282504719986126963	Medical economics	0025-7206
282504719986126964	Medical education	0308-0110
282504719986126965	Medical education (Chicago, Ill.)	0737-3805
282504719986126966	Medical education online	1087-2981
282504719986126968	Medical electronics	0149-9734
282504719990321152	Medical electronics & biological engineering	0368-9271
282504719990321153	Medical electron microscopy : official journal of the Clinical Electron Microscopy Society of Japan	0918-4287
282504719990321154	Medical engineering & physics	1350-4533
282504719990321155	Medizin und Ernährung	0025-8407
282504719990321156	Medicina española	0025-7842
282504719990321157	Medicina experimentalis : International journal of experimental medicine	0258-2589
282504719990321158	Medicina física y rehabilitación	0374-9045
282504719990321159	Medicinska föreningens tidskrift	0301-6498
282504719990321160	Medicinsk Forum	0025-8040
282504719990321162	Medical gas research	2045-9912
282504719990321164	Medizin und Gesellschaft	0323-6153
282504719990321165	Medizin, Gesellschaft, und Geschichte : Jahrbuch des Instituts für Geschichte der Medizin der Robert Bosch Stiftung	0939-351X
282504719990321166	Medicinski glasnik	0375-9342
282504719990321167	Medicinski glasnik : official publication of the Medical Association of Zenica-Doboj Canton, Bosnia and Herzegovina	1840-0132
282504719990321168	Medical group management	0025-7257
282504719990321169	Medical group management journal	0899-8949
282504719990321170	Medical gynaecology, andrology, and sociology	0300-5828
282504719990321171	Medicine & health (1997)	1548-9825
282504719990321172	Medicine & health	1047-8884
282504719990321173	Medicine, health care, and philosophy	1386-7423
282504719990321174	Medicine and health, Rhode Island	1086-5462
282504719990321175	Medical history	0025-7273
282504719990321176	Medicina e historia	0300-8169
282504719990321177	Medical history. Supplement	0950-5571
282504719990321178	Medical humanities	1468-215X
282504719990321179	Medical humanities review	0892-2772
282504719990321180	Médecine et hygiène	0025-6749
282504719990321181	Medical hypotheses	0306-9877
282504719990321182	Medicine illustrated	0266-982X
282504719990321183	Medical image analysis	1361-8415
282504719990321186	La Médecine infantile	0025-6773
282504719990321187	Medical informatics = Médecine et informatique	0307-7640
282504719990321188	Medical informatics and the Internet in medicine	1463-9238
282504719990321189	Medical instrumentation	0090-6689
282504719990321191	Medicina intensiva	0210-5691
282504719990321192	Medicina intensiva	2173-5727
282504719990321193	Medical interface	0896-4831
282504719990321194	Medicină internă (Bucharest, Romania : 1991)	1220-5818
282504719990321195	Medicină internă	0025-7869
282504719990321196	Médecine interne	0377-1202
282504719990321199	Medical journal (Fort Sam Houston, Tex.)	2694-3581
282504719990321200	The Medical journal of Australia	0025-729X
282504719990321202	The Medical journal of Malaya	0025-7303
282504719990321203	The Medical journal of Malaysia	0300-5283
282504719990321204	Medical journal of Osaka University	0030-6169
282504719990321205	The Medical journal of the South-West	0369-0458
282504719990321206	Medical journal of Zambia	0047-651X
282504719990321207	Medizinische Klinik	0025-8458
282504719990321208	Medizinische Klinik (Munich, Germany : 1983)	0723-5003
282504719990321209	Medizinische Klinik, Intensivmedizin und Notfallmedizin	2193-6218
282504719990321210	Medizinische Klinik (Klinik-Ausg.)	0722-9321
282504719990321211	Medizinische Klinik (Praxis-Ausg.)	0722-933X
282504719990321212	Medizinische Klinik (Munich, Germany : 1983). Supplement	0931-2595
282504719990321214	Das Medizinische Laboratorium	0025-8466
282504719990321216	Medical laboratory sciences	0308-3616
282504719990321217	Medical laboratory technology	0022-2607
282504719990321219	La Medicina del lavoro	0025-7818
282504719990321220	Medicine and law	0723-1393
282504719990321221	Medical law review	0967-0742
282504719990321222	Medico-legal bulletin	0025-8164
282504719990321223	The Medico-legal and criminological review	0302-1637
282504719990321224	Médecine légale et dommage corporel	0025-679X
282504719990321225	The Medico-legal journal	0025-8172
282504719990321227	The Medical letter on drugs and therapeutics	0025-732X
282504719990321230	Médecine et maladies infectieuses	0399-077X
282504719990321231	The Medical malpractice cost containment journal	0194-7400
282504719990321232	Medical management network	1097-0835
282504719990321233	Medical marketing & media	0025-7354
282504719990321234	Medical microbiology and immunology	0300-8584
282504719990321236	Medical molecular morphology	1860-1499
282504719990321237	Medizinische Monatsschrift	0025-8474
282504719990321239	Medizinische Monatsschrift für Pharmazeuten	0342-9601
282504719990321241	Medical mycology	1369-3786
282504719990321242	Medical mycology journal	0916-4804
282504719990321244	Medical network strategy report	1079-3003
282504719990321246	Medical newsletter	0309-2569
282504719990321248	Medycyna nowozytna : studia nad historia medycyny	1231-1960
282504719990321249	The Medical officer	0025-7400
282504719990321250	Medical oncology (Northwood, London, England)	1357-0560
282504719990321251	Medical oncology and tumor pharmacotherapy	0736-0118
282504719990321252	Medicina oral : órgano oficial de la Sociedad Española de Medicina Oral y de la Academia Iberoamericana de Patología y Medicina Bucal	1137-2834
282504719990321253	Medicina oral, patología oral y cirugía bucal	1698-4447
282504719990321255	Meditsinskaia parazitologiia i parazitarnye bolezni	0025-8326
282504719990321256	Medical and pediatric oncology	0098-1532
